scaffold position lg old_lg distance_min distance_max
HiC_scaffold_12 5633556 12 9 21 24
HiC_scaffold_12 340213 12 9 18 21
HiC_scaffold_12 5798874 12 9 22 23
HiC_scaffold_12 5845430 12 9 22 23
HiC_scaffold_12 5271024 12 9 22 23
HiC_scaffold_12 5270728 12 9 21 24
HiC_scaffold_12 5798874 12 9 22 23
HiC_scaffold_12 5553001 12 9 21 24
HiC_scaffold_12 6909616 12 9 23 25
HiC_scaffold_12 6909616 12 9 23 24
HiC_scaffold_12 7445833 12 9 25 25
HiC_scaffold_12 7863415 12 9 25 26
HiC_scaffold_12 7856782 12 9 25 26
HiC_scaffold_12 9140158 12 9 25 26
HiC_scaffold_12 8417277 12 9 25 26
HiC_scaffold_12 9140199 12 9 27 29
HiC_scaffold_12 8298444 12 9 27 29
HiC_scaffold_12 8325577 12 9 27 29
HiC_scaffold_12 8587382 12 9 27 29
HiC_scaffold_12 7877599 12 9 27 29
HiC_scaffold_12 9214590 12 9 27 29
HiC_scaffold_12 11152747 12 9 29 33
HiC_scaffold_12 12095703 12 9 33 35
HiC_scaffold_12 10523874 12 9 29 34
HiC_scaffold_12 10545925 12 9 29 34
HiC_scaffold_12 10545688 12 9 29 34
HiC_scaffold_12 12034265 12 9 35 35
HiC_scaffold_12 12287973 12 9 35 38
HiC_scaffold_12 12167403 12 9 43 43
HiC_scaffold_12 13203362 12 9 38 39
HiC_scaffold_12 12942024 12 9 38 39
HiC_scaffold_12 13704575 12 9 40 40
HiC_scaffold_12 13265560 12 9 38 40
HiC_scaffold_12 13704345 12 9 40 40
HiC_scaffold_12 15083808 12 9 40 43
HiC_scaffold_12 13265761 12 9 40 40
HiC_scaffold_12 14661704 12 9 42 43
HiC_scaffold_12 15310737 12 9 40 43
HiC_scaffold_12 14661875 12 9 42 43
HiC_scaffold_12 15178596 12 9 42 43
HiC_scaffold_12 15918524 12 9 42 43
HiC_scaffold_12 14219948 12 9 42 43
HiC_scaffold_12 15831289 12 9 42 43
HiC_scaffold_12 15310661 12 9 42 43
HiC_scaffold_12 15083732 12 9 43 43
HiC_scaffold_12 16262298 12 9 43 51
